Tempo_fs,Temp_K,E_pot_eV,E_kin_eV,E_tot_eV
1459.000,3092316511933.76,-93793.55719,50363799363.16697,50363705569.60978
1460.000,3093391132924.76,26322.90798,50381301451.25315,50381327774.16113
1461.000,3095646733211.55,-78974.63993,50418037859.00725,50417958884.36732
1462.000,3096475410422.70,-94568.18955,50431534321.17020,50431439752.98066
1463.000,3097568268349.00,-83101.16394,50449333429.74150,50449250328.57756
1464.000,3098000445487.02,-104738.03510,50456372192.61858,50456267454.58349
1465.000,3097637513305.18,-98763.65260,50450461205.33192,50450362441.67931
1466.000,3097404363563.54,-52066.25222,50446663952.76601,50446611886.51379
1467.000,3097439968900.18,-80387.97232,50447243848.13696,50447163460.16463
1468.000,3096594298567.34,-93727.71318,50433470623.17554,50433376895.46236
1469.000,3096491548796.02,-99042.25627,50431797162.89195,50431698120.63568
1470.000,3096886840765.11,-89649.42399,50438235186.08403,50438145536.66003
1471.000,3097621423434.62,-88453.55906,50450199153.56270,50450110700.00363
1472.000,3097651652771.99,-98028.22535,50450691491.35433,50450593463.12898
1473.000,3096954454148.13,-103283.29815,50439336388.64314,50439233105.34499
1474.000,3097053254757.49,-94194.15451,50440945529.89613,50440851335.74162
1475.000,3096788373224.98,-96210.12137,50436631469.44765,50436535259.32628
1476.000,3096796605059.59,-95653.37948,50436765539.31576,50436669885.93628
1477.000,3097122511314.35,-89150.47100,50442073494.42393,50441984343.95293
1478.000,3097068636932.52,-102484.40434,50441196055.60213,50441093571.19779
1479.000,3098426031163.86,-54625.32969,50463303601.98687,50463248976.65718
1480.000,3100142236163.39,-89942.33090,50491255011.20660,50491165068.87569
1481.000,3100806530415.04,-91107.29272,50502074208.49103,50501983101.19830
1482.000,3101808560125.43,-104221.47715,50518394020.22277,50518289798.74562
1483.000,3100238049336.55,-88628.17983,50492815496.82027,50492726868.64044
1484.000,3098536570138.43,-101659.04941,50465103923.11027,50465002264.06086
1485.000,3099357841853.88,-89354.81970,50478479773.78404,50478390418.96435
1486.000,3099572365315.87,-49974.07733,50481973664.70908,50481923690.63175
1487.000,3103842895138.50,-108647.83359,50551526734.82051,50551418086.98692
1488.000,3103911073264.62,-100366.86644,50552637135.21191,50552536768.34547
1489.000,3104215789027.60,-82691.54427,50557599965.98626,50557517274.44199
1490.000,3104175457844.80,-68676.48994,50556943101.91982,50556874425.42989
1491.000,3103966048014.68,-83093.76084,50553532495.46080,50553449401.69996
1492.000,3103503125087.41,-100636.43069,50545992983.46722,50545892347.03652
1493.000,3103400954768.18,-92055.58042,50544328960.57742,50544236904.99699
1494.000,3105143525228.97,-23403.12692,50572709777.58778,50572686374.46086
1495.000,3106177817291.52,-57056.17478,50589555038.32368,50589497982.14890
1496.000,3105420176140.51,-76344.51969,50577215523.02126,50577139178.50157
1497.000,3105176846151.12,-83487.45652,50573252467.26117,50573168979.80466
1498.000,3105214800266.40,-100258.35166,50573870616.61282,50573770358.26115
1499.000,3105554718905.62,-93314.81550,50579406787.98450,50579313473.16899
1500.000,3106988181589.62,-63884.36731,50602753242.57053,50602689358.20322
1501.000,3109502305751.89,-85991.34392,50643700165.17496,50643614173.83104
1502.000,3110374434546.34,-93142.95970,50657904312.60063,50657811169.64094
1503.000,3109992718755.14,-98274.50298,50651687401.28274,50651589126.77975
1504.000,3109597351387.69,-94325.57502,50645248150.09609,50645153824.52107
1505.000,3109511121815.75,-64446.62260,50643843750.24135,50643779303.61875
1506.000,3109784799629.16,-102360.56335,50648301073.55581,50648198712.99246
1507.000,3109822071045.46,-84445.66546,50648908103.95690,50648823658.29144
1508.000,3109985516838.42,-99610.51236,50651570105.43440,50651470494.92204
1509.000,3110754100013.86,-70945.01246,50664087830.80058,50664016885.78811
1510.000,3111086233580.63,-95828.42806,50669497208.60966,50669401380.18160
1511.000,3110712045443.53,-88345.09631,50663402898.34491,50663314553.24860
1512.000,3110640187063.41,-97716.34076,50662232558.56075,50662134842.21999
1513.000,3109439702922.11,-60221.52651,50642680568.26556,50642620346.73904
1514.000,3108887508894.10,-95557.21551,50633687119.78481,50633591562.56930
1515.000,3109255446100.56,-98454.11334,50639679622.67796,50639581168.56461
1516.000,3108918797911.18,-76538.48847,50634196716.31949,50634120177.83102
1517.000,3107437694891.50,-63655.53243,50610074355.28957,50610010699.75715
1518.000,3105821923920.85,-79734.83136,50583758690.42516,50583678955.59380
1519.000,3104657276575.32,-55603.23823,50564790365.21888,50564734761.98065
1520.000,3104026675031.32,-93453.62903,50554519912.78706,50554426459.15803
1521.000,3105104387428.28,-48734.32566,50572072349.84270,50572023615.51704
1522.000,3105540828298.61,-99725.94499,50579180555.08048,50579080829.13550
1523.000,3104401055956.25,-83672.22780,50560617362.93993,50560533690.71213
1524.000,3104080521831.50,-94244.22422,50555396902.39352,50555302658.16930
1525.000,3104072392734.31,-44343.92606,50555264505.78454,50555220161.85848
1526.000,3102227846938.83,-40565.76894,50525222841.54964,50525182275.78070
1527.000,3100286583982.52,-102388.38442,50493605968.67591,50493503580.29150
1528.000,3097575805368.22,-36066.38036,50449456183.32187,50449420116.94151
1529.000,3095530594341.98,-104670.29701,50416146333.76954,50416041663.47253
1530.000,3096016685708.44,-80758.01092,50424063184.44066,50423982426.42973
1531.000,3096354281357.74,-94283.76749,50429561521.84607,50429467238.07858
1532.000,3096415908365.55,-105612.72861,50430565225.78277,50430459613.05415
1533.000,3096134856589.27,-77265.93430,50425987804.54651,50425910538.61221
1534.000,3114095873829.27,12805.60410,50718514479.98306,50718527285.58715
1535.000,3152997438687.12,-98321.67446,51352094710.16107,51351996388.48661
1536.000,3152727032478.14,-71855.82085,51347690670.66405,51347618814.84319
1537.000,3153224723447.21,-74109.43936,51355796441.21329,51355722331.77394
1538.000,3155841168946.37,-91630.29038,51398409846.29505,51398318216.00467
1539.000,3155968476896.05,-98121.63011,51400483279.59676,51400385157.96665
1540.000,3156054495914.72,-77270.08021,51401884250.22222,51401806980.14201
1541.000,3156031748763.71,-109262.19950,51401513772.96177,51401404510.76227
1542.000,3163626370514.83,98282.29948,51525205511.70724,51525303794.00673
1543.000,3186047478047.79,-93442.16059,51890372582.06770,51890279139.90711
1544.000,3185585700330.92,-95484.97916,51882851721.83466,51882756236.85551
1545.000,3186205038625.08,-38749.58142,51892938732.48335,51892899982.90193
1546.000,3188354488488.60,-89076.98824,51927946294.37084,51927857217.38261
1547.000,3188127691161.96,-84996.94477,51924252502.02744,51924167505.08267
1548.000,3187869701499.77,-86270.40035,51920050687.77782,51919964417.37747
1549.000,3187986147789.85,-72972.32184,51921947219.89791,51921874247.57607
1550.000,3187742702170.80,-91107.41941,51917982280.90594,51917891173.48653
1551.000,3187846039293.74,-89251.18391,51919665307.24107,51919576056.05716
1552.000,3191907917577.52,-39797.02237,51985820120.99718,51985780323.97481
1553.000,3197356616188.52,-100488.36274,52074561736.73284,52074461248.37010
1554.000,3198068223361.52,-88506.31095,52086151507.94424,52086063001.63329
1555.000,3202055089906.43,-81816.02806,52151084623.93681,52151002807.90874
1556.000,3205078267011.26,-90310.01957,52200322366.76147,52200232056.74190
1557.000,3205170370270.85,-80404.46898,52201822429.92412,52201742025.45513
1558.000,3205428090436.76,-87564.05520,52206019854.95410,52205932290.89890
1559.000,3206313264869.06,-104611.17906,52220436473.47868,52220331862.29962
1560.000,3207977528687.77,-81416.64782,52247541929.44656,52247460512.79874
1561.000,3209985921295.43,-87862.77686,52280252126.46038,52280164263.68352
1562.000,3211700166631.71,-59533.11009,52308171619.12625,52308112086.01616
1563.000,3212684602791.20,-78313.00312,52324204889.01674,52324126576.01362
1564.000,3211064569538.20,6693.54815,52297819805.40682,52297826498.95497
1565.000,3210090372318.78,-81579.53133,52281953294.61803,52281871715.08669
1566.000,3210674088248.65,-80840.27176,52291460132.57059,52291379292.29883
1567.000,3211382615754.03,-69218.59149,52302999745.99195,52302930527.40046
1568.000,3211998625307.93,-97945.92525,52313032542.26574,52312934596.34049
1569.000,3212208343814.90,-84245.40486,52316448176.06873,52316363930.66387
1570.000,3212054243268.59,-69675.31530,52313938378.32775,52313868703.01245
1571.000,3212090120173.52,-76122.65714,52314522696.66468,52314446574.00754
1572.000,3211852320803.92,-90138.97185,52310649716.75052,52310559577.77866
1573.000,3211169452341.36,-105499.78441,52299528005.85608,52299422506.07167
1574.000,3209948068346.80,-88393.80563,52279635624.78518,52279547230.97955
1575.000,3207752067885.25,-74703.16779,52243869904.74313,52243795201.57534
1576.000,3205264169808.67,-83113.88736,52203350119.95358,52203267006.06622
1577.000,3204082228280.30,-92953.65158,52184100128.63997,52184007174.98839
1578.000,3204044930365.95,-83805.81241,52183492666.67151,52183408860.85909
1579.000,3204166936935.19,-78696.13415,52185479757.69233,52185401061.55818
1580.000,3204638125512.86,-104787.79078,52193153890.30347,52193049102.51269
1581.000,3205086099773.24,-97557.43125,52200449937.03166,52200352379.60042
1582.000,3204684444821.02,-66120.94089,52193908281.49640,52193842160.55550
1583.000,3203898468067.90,-85410.10592,52181107271.20363,52181021861.09771
1584.000,3204256930199.99,-72461.11753,52186945455.88818,52186872994.77065
1585.000,3205416723833.61,-101148.53035,52205834729.88088,52205733581.35053
1586.000,3206106439310.25,-91410.01747,52217067956.41167,52216976546.39420
1587.000,3207181979223.73,-67579.92394,52234585010.76247,52234517430.83853
1588.000,3207368045988.24,-78284.66583,52237615434.44640,52237537149.78057
1589.000,3206692563868.77,-79848.94832,52226614023.10725,52226534174.15894
1590.000,3206537179904.78,-63198.30544,52224083322.65792,52224020124.35249
1591.000,3209705766508.16,85383.98970,52275689314.26376,52275774698.25346
1592.000,3223159899407.60,-74555.06306,52494813471.61878,52494738916.55573
1593.000,3225769801929.33,-81899.55999,52537320312.83454,52537238413.27456
1594.000,3227117001779.69,-89344.05382,52559261825.84081,52559172481.78699
1595.000,3227560147605.25,-80668.06495,52566479233.03724,52566398564.97229
1596.000,3229690855649.45,-87411.57292,52601181551.51780,52601094139.94488
1597.000,3230528362140.81,-95650.96651,52614821813.99845,52614726163.03194
1598.000,3231681217543.00,-51970.36593,52633598086.72040,52633546116.35447
1599.000,3234235654483.48,-91450.51925,52675201573.64023,52675110123.12097
1600.000,3234271494309.57,-91873.30551,52675785288.08324,52675693414.77773
1601.000,3234232212507.44,-96596.46833,52675145515.02197,52675048918.55363
1602.000,3233990329137.02,-90731.39049,52671206019.98967,52671115288.59918
1603.000,3233238863505.62,-104286.08440,52658967083.85818,52658862797.77378
1604.000,3234231223809.22,-97163.91510,52675129412.33703,52675032248.42192
1605.000,3238186737729.46,-42133.15817,52739551895.83388,52739509762.67570
1606.000,3240717183635.12,-98158.86758,52780764646.66322,52780666487.79565
1607.000,3240795294095.45,-86662.59252,52782036812.54182,52781950149.94930
1608.000,3240789802449.04,-77972.82540,52781947371.44591,52781869398.62051
1609.000,3240767631927.89,-86668.11437,52781586285.61430,52781499617.49992
1610.000,3240502446602.86,-84540.25817,52777267277.37177,52777182737.11360
1611.000,3240279077036.30,-96242.95391,52773629312.11481,52773533069.16090
1612.000,3241103142775.57,-99492.03034,52787050668.36805,52786951176.33771
1613.000,3241939670080.50,-59824.26575,52800674983.07990,52800615158.81415
1614.000,3243084584771.12,-42565.14978,52819321927.38329,52819279362.23351
1615.000,3244252202448.40,-86617.38269,52838338629.65299,52838252012.27031
1616.000,3243507622326.50,-62394.23585,52826211836.12328,52826149441.88742
1617.000,3243625307344.52,-44741.62225,52828128543.10086,52828083801.47861
1618.000,3244685042362.72,-97749.28935,52845388187.00496,52845290437.71561
1619.000,3244438091683.43,-96811.71297,52841366161.95788,52841269350.24491
1620.000,3245162340324.01,-52818.23158,52853161821.64622,52853109003.41464
1621.000,3246777444534.34,-63032.56947,52879466627.14906,52879403594.57959
1622.000,3246896030023.77,-109883.48902,52881397999.88340,52881288116.39438
1623.000,3247264331701.75,-67745.26417,52887396438.83471,52887328693.57054
1624.000,3247696144504.53,-99116.99329,52894429267.87334,52894330150.88005
1625.000,3247224075277.02,-93651.16344,52886740792.33467,52886647141.17123
1626.000,3246969819698.83,-77395.81450,52882599794.19366,52882522398.37916
1627.000,3247263332229.04,-84718.91200,52887380160.66811,52887295441.75611
1628.000,3247374554761.80,-79129.60036,52889191614.73607,52889112485.13571
1629.000,3247912243388.99,-70595.38419,52897948817.31707,52897878221.93288
1630.000,3248472851300.68,-112447.54408,52907079300.65437,52906966853.11029
1631.000,3247950033716.81,-86141.86607,52898564299.10256,52898478157.23650
1632.000,3253943104077.58,-50147.08123,52996171963.79488,52996121816.71365
1633.000,3267940788072.37,-81495.47019,53224148804.30978,53224067308.83959
1634.000,3268508511041.88,-92566.62169,53233395168.84570,53233302602.22401
1635.000,3268300379851.01,-96259.70172,53230005387.27010,53229909127.56837
1636.000,3268357994972.56,-87662.48030,53230943750.60086,53230856088.12056
1637.000,3268058219021.92,-105146.37961,53226061373.33667,53225956226.95706
1638.000,3267853379632.49,-91078.34911,53222725204.52238,53222634126.17328
1639.000,3268584508678.81,-90273.52563,53234632923.68870,53234542650.16307
1640.000,3269393370230.98,-85775.55975,53247806653.08178,53247720877.52203
1641.000,3269568620586.95,-98113.46213,53250660912.57693,53250562799.11481
1642.000,3268105089247.62,-103207.27223,53226824737.18832,53226721529.91609
1643.000,3266683744551.37,-80204.68548,53203675645.29176,53203595440.60627
1644.000,3266956686204.65,-95426.33679,53208120978.94716,53208025552.61037
1645.000,3268344612554.52,-82030.82472,53230725794.44581,53230643763.62109
1646.000,3269116537334.44,-84463.88708,53243297943.70334,53243213479.81625
1647.000,3268918189812.49,-85916.85169,53240067506.34000,53239981589.48831
1648.000,3268488258515.93,-62522.04746,53233065320.93089,53233002798.88342
1649.000,3267972191531.98,-84787.30040,53224660264.74172,53224575477.44131
1650.000,3267959544238.65,-80821.01548,53224454281.38229,53224373460.36681
1651.000,3268518520829.46,-35160.12849,53233558195.79700,53233523035.66851
1652.000,3269558694721.43,-74682.01942,53250499252.44368,53250424570.42426
1653.000,3269584286655.14,-92234.37175,53250916061.98110,53250823827.60936
1654.000,3269976768728.42,-99846.56697,53257308321.09042,53257208474.52345
1655.000,3269913325239.52,-72886.79660,53256275032.57229,53256202145.77569
1656.000,3270015755997.43,-64889.34903,53257943297.16302,53257878407.81399
1657.000,3270929210777.48,-71295.50354,53272820510.76396,53272749215.26042
1658.000,3271561220592.91,-44885.37299,53283113899.36663,53283069013.99364
1659.000,3270943564418.49,-90770.30844,53273054284.98887,53272963514.68044
1660.000,3269833734026.61,-84650.86290,53254978750.04030,53254894099.17741
1661.000,3270202453584.01,-66548.16171,53260983994.89110,53260917446.72939
1662.000,3270444435636.00,-67122.96763,53264925097.12585,53264857974.15822
1663.000,3270374190514.28,-81600.18263,53263781032.08495,53263699431.90231
1664.000,3270641910341.68,-99964.50631,53268141319.14507,53268041354.63876
1665.000,3271117364901.51,-103215.21935,53275884930.75962,53275781715.54028
1666.000,3271400470018.51,-99398.41946,53280495794.25187,53280396395.83241
1667.000,3272056246754.89,-66100.22678,53291176268.85738,53291110168.63059
1668.000,3271435870519.23,-67417.96868,53281072353.51044,53281004935.54176
1669.000,3269873720761.60,-77278.51758,53255630004.16988,53255552725.65230
1670.000,3269643782672.16,-94424.96806,53251885058.99429,53251790634.02623
1671.000,3269615872518.92,-104958.86111,53251430493.18496,53251325534.32384
1672.000,3268278125641.56,-67846.05569,53229642938.42793,53229575092.37224
1673.000,3267106866809.23,-96634.42021,53210566933.56033,53210470299.14012
1674.000,3266923058094.96,-87036.96838,53207573286.18589,53207486249.21751
1675.000,3266759186218.74,-89634.65150,53204904345.19509,53204814710.54359
1676.000,3267004970923.71,-96059.88076,53208907380.30487,53208811320.42410
1677.000,3267712945306.35,-81447.59256,53220437985.15207,53220356537.55951
1678.000,3267960027229.34,-105042.06190,53224462147.73296,53224357105.67107
1679.000,3267943737160.02,-96000.03150,53224196835.37583,53224100835.34433
1680.000,3268157455821.46,-78111.85749,53227677618.71203,53227599506.85454
1681.000,3268537729340.61,-50917.03672,53233871040.09931,53233820123.06259
1682.000,3268273172039.19,-65873.18896,53229562260.32289,53229496387.13393
1683.000,3267198675384.02,-82456.72580,53212062197.26392,53211979740.53812
1684.000,3267024577155.75,-41847.64967,53209226702.18948,53209184854.53980
1685.000,3266942792994.52,-97899.53962,53207894703.64689,53207796804.10727
1686.000,3267038501957.39,-82984.93028,53209453492.01303,53209370507.08276
1687.000,3267616620715.21,-52121.73419,53218869170.19939,53218817048.46521
1688.000,3267890100460.39,-96028.22339,53223323267.62537,53223227239.40198
1689.000,3268247155016.60,-96364.11085,53229138527.46744,53229042163.35658
1690.000,3270144478888.34,-85295.03168,53260039775.26479,53259954480.23311
1691.000,3273134980217.16,-105985.88996,53308745335.75279,53308639349.86284
1692.000,3274900133416.03,-31607.77445,53337493952.27065,53337462344.49620
1693.000,3275369462686.78,-83392.43314,53345137802.80656,53345054410.37342
1694.000,3275198822385.28,-87842.39409,53342358626.13605,53342270783.74196
1695.000,3274390353403.87,-106913.61459,53329191290.44643,53329084376.83184
1696.000,3273995732410.07,-99124.56730,53322764195.26405,53322665070.69675
1697.000,3273606372805.07,-94289.41272,53316422791.02852,53316328501.61579
1698.000,3273139416220.85,-109823.78280,53308817583.85512,53308707760.07232
1699.000,3273434995235.77,-76588.25365,53313631606.65852,53313555018.40487
1700.000,3274124314648.92,-87985.29394,53324858382.60033,53324770397.30639
1701.000,3274307969291.76,-82361.88608,53327849520.65129,53327767158.76521
1702.000,3273613790852.10,-68555.94022,53316543606.93822,53316475050.99800
1703.000,3271441214938.94,-92078.98413,53281159396.76133,53281067317.77721
1704.000,3269972266428.34,-91550.22142,53257234993.23505,53257143443.01362
1705.000,3269708856237.41,-97719.87015,53252944896.16543,53252847176.29528
1706.000,3268665420207.52,-82162.34105,53235950709.87991,53235868547.53886
1707.000,3267931232585.35,-101973.91303,53223993176.43996,53223891202.52693
1708.000,3268030488681.87,-77546.90188,53225609736.10059,53225532189.19871
1709.000,3268335043344.32,-97439.08203,53230569943.07012,53230472503.98810
1710.000,3268573157199.43,-86606.85726,53234448044.93269,53234361438.07543
1711.000,3268695596609.27,-101845.97465,53236442185.52185,53236340339.54720
1712.000,3265449686094.28,-78688.71289,53183576838.36328,53183498149.65039
1713.000,3262155430661.39,-73628.46699,53129924109.40333,53129850480.93634
1714.000,3264663848187.55,-76855.79508,53170778089.42738,53170701233.63231
1715.000,3267480975895.35,-67026.68183,53216659956.34123,53216592929.65940
1716.000,3268694728590.85,-84404.29476,53236428048.31911,53236343644.02435
1717.000,3267982614579.97,16171.12239,53224830022.36371,53224846193.48610
1718.000,3267193715415.83,-95207.81980,53211981415.48048,53211886207.66068
1719.000,3267550601729.64,-107559.09973,53217793935.19983,53217686376.10010
1720.000,3268348479050.21,-98845.49694,53230788767.11135,53230689921.61441
1721.000,3267915850848.57,-99755.94437,53223742657.87178,53223642901.92741
1722.000,3266605940199.49,-97978.09879,53202408464.92638,53202310486.82759
1723.000,3266501965906.85,-96838.77782,53200715061.16479,53200618222.38697
1724.000,3267152671132.86,-112767.24143,53211312937.32680,53211200170.08537
1725.000,3267536963003.16,-80366.64790,53217571804.61224,53217491437.96434
1726.000,3267178698645.71,-97659.49563,53211736841.03468,53211639181.53905
1727.000,3266499394964.16,-74875.65494,53200673188.85273,53200598313.19779
1728.000,3266287315612.58,-96845.02456,53197219104.55349,53197122259.52893
1729.000,3266040450307.16,-101770.81528,53193198469.96972,53193096699.15444
1730.000,3265272773748.70,-105319.59426,53180695510.45152,53180590190.85725
1731.000,3365690485028.35,369293.99003,54816174105.18117,54816543399.17120
1732.000,3628438209188.78,-72414.67996,59095481741.27742,59095409326.59746
1733.000,3629422044933.93,-86603.35009,59111505232.36709,59111418629.01700
1734.000,3629050325695.19,-103115.11111,59105451132.44320,59105348017.33209
1735.000,3628962202758.14,-91793.43315,59104015895.81600,59103924102.38285
1736.000,3628510190438.09,-81341.53582,59096654082.20191,59096572740.66610
1737.000,3628418025060.71,-101636.83415,59095153007.34212,59095051370.50797
1738.000,3627884359872.35,-77411.12043,59086461333.52082,59086383922.40039
1739.000,3627169496550.33,-86066.52219,59074818530.21042,59074732463.68822
1740.000,3628763957924.39,-47150.24846,59100787130.91013,59100739980.66166
1741.000,3634594223902.31,-86137.13941,59195743240.61383,59195657103.47442
1742.000,3634775597378.33,-100221.33425,59198697225.86111,59198597004.52686
1743.000,3635414658290.25,-73414.17814,59209105453.94006,59209032039.76192
1744.000,3635894444538.46,-77740.09271,59216919614.69911,59216841874.60640
1745.000,3636179307688.40,-91018.75773,59221559110.84196,59221468092.08423
1746.000,3636114188540.72,-84912.47114,59220498531.28097,59220413618.80982
1747.000,3636021738151.76,-106135.26273,59218992814.50766,59218886679.24493
1748.000,3636110529182.45,-58289.60648,59220438932.21188,59220380642.60541
1749.000,3636327123721.39,-83702.92416,59223966554.25832,59223882851.33415
1750.000,3636437961204.89,-55242.52524,59225771737.12357,59225716494.59833
1751.000,3636905446517.23,-71755.48299,59233385555.56194,59233313800.07894
1752.000,3636542254493.54,-96292.96673,59227470336.29482,59227374043.32809
1753.000,3635725872006.09,-101653.08406,59214174115.27641,59214072462.19234
1754.000,3637540027128.25,-31001.69961,59243720814.08076,59243689812.38115
1755.000,3638883054065.10,-60746.71548,59265594363.86970,59265533617.15421
1756.000,3638547835983.92,-90357.71740,59260134749.33213,59260044391.61472
1757.000,3638628119470.45,-93911.61633,59261442306.75450,59261348395.13817
1758.000,3638906571056.11,-58314.51125,59265977379.32500,59265919064.81375
1759.000,3685360427790.41,619685.07760,60022559931.97856,60023179617.05616
1760.000,4228519069912.78,-77769.01390,68868851302.42918,68868773533.41528
1761.000,4228781837467.02,-92180.84976,68873130933.03284,68873038752.18307
1762.000,4229051992406.84,-83611.48607,68877530880.17067,68877447268.68460
1763.000,4229685178554.61,-81219.85369,68887843427.40924,68887762207.55554
1764.000,4229148109084.19,-74438.63313,68879096308.88246,68879021870.24933
1765.000,4228294874955.77,-83719.09129,68865199894.24063,68865116175.14934
1766.000,4225151971168.68,-78681.95015,68814012192.35434,68813933510.40419
1767.000,4221915898839.88,-91015.73995,68761307077.31731,68761216061.57736
1768.000,4222791507593.57,-90087.07846,68775567901.98428,68775477814.90582
1769.000,4225046221680.92,-80402.47184,68812289876.42590,68812209473.95407
1770.000,4224415039609.81,-26309.41206,68802009969.09169,68801983659.67963
1771.000,4222294569005.14,-96109.26422,68767474385.27376,68767378276.00954
1772.000,4222003676643.07,-81819.84253,68762736692.83420,68762654872.99167
1773.000,4223200767460.82,-91466.74384,68782233416.90242,68782141950.15858
1774.000,4225097410394.54,-57390.97274,68813123574.42953,68813066183.45679
1775.000,4224735206617.26,-97472.47634,68807224450.48883,68807126978.01248
1776.000,4223165699609.55,-95207.36125,68781662275.42357,68781567068.06232
1777.000,4222292461685.96,-82743.85419,68767440063.88396,68767357320.02977
1778.000,4222214839398.67,-70378.35519,68766175848.75986,68766105470.40466
1779.000,4222915487333.90,-72977.99124,68777587129.55782,68777514151.56657
1780.000,4222858355200.09,-92117.21859,68776656632.52972,68776564515.31114
1781.000,4222492716693.28,-99005.53020,68770701567.99315,68770602562.46295
1782.000,4223088919670.71,-76642.16646,68780411779.42172,68780335137.25526
1783.000,4223203566766.60,-60855.63546,68782279008.50789,68782218152.87242
1784.000,4222704801959.62,-90540.80393,68774155748.62453,68774065207.82060
1785.000,4223086099186.51,-58277.78510,68780365842.88834,68780307565.10324
1786.000,4223921554596.48,-59555.43193,68793972699.91031,68793913144.47838
1787.000,4225082335291.07,-69340.38466,68812878049.92274,68812808709.53809
1788.000,4225057688499.11,-61996.20170,68812476633.67679,68812414637.47508
1789.000,4223444104901.25,-90595.18053,68786196594.01566,68786105998.83513
1790.000,4221936489911.58,-85306.63578,68761642439.04370,68761557132.40793
1791.000,4222456932176.17,-83552.54636,68770118754.35378,68770035201.80740
1792.000,4223539698317.16,-62156.63699,68787753500.49690,68787691343.85991
1793.000,4223984167607.38,-72447.44913,68794992462.63718,68794920015.18805
1794.000,4223828087620.80,-83226.96440,68792450426.23878,68792367199.27438
1795.000,4224603232368.31,-69183.39916,68805075018.31740,68805005834.91824
1796.000,4224817517277.68,-97320.69056,68808565023.99455,68808467703.30399
1797.000,4224443108513.09,-94582.53703,68802467120.42383,68802372537.88680
1798.000,4224277516248.03,-96590.65579,68799770159.88277,68799673569.22697
1799.000,4224470664584.73,-98711.77412,68802915919.39316,68802817207.61903
1800.000,4229443821041.38,30117.24967,68883912496.88388,68883942614.13354
1801.000,4240124418746.15,-92366.38372,69057864767.87730,69057772401.49359
1802.000,4240475417343.41,-77169.39970,69063581395.80376,69063504226.40405
1803.000,4240264027498.31,-66548.55289,69060138541.32712,69060071992.77423
1804.000,4239458303790.23,-89302.50595,69047015917.22984,69046926614.72389
1805.000,4239153064527.10,-98424.35331,69042044560.33711,69041946135.98381
1806.000,4239285261230.41,-97128.42780,69044197615.56812,69044100487.14032
1807.000,4240286345275.40,-67939.15575,69060502025.47993,69060434086.32419
1808.000,4240051996054.41,-81425.94556,69056685237.28854,69056603811.34299
1809.000,4238711947464.65,-80823.01278,69034860195.10701,69034779372.09422
1810.000,4237825256925.88,-95399.05418,69020418884.12877,69020323485.07458
1811.000,4237004950652.08,-90347.95857,69007058757.36612,69006968409.40755
1812.000,4237323182793.54,-80362.16848,69012241726.07626,69012161363.90779
1813.000,4238404026331.21,-85138.46754,69029845159.25136,69029760020.78381
1814.000,4239485983888.09,-73842.55248,69047466736.18372,69047392893.63123
1815.000,4239865876636.45,-98376.11348,69053653956.05083,69053555579.93735
1816.000,4240272529805.27,-84335.03043,69060277016.31192,69060192681.28149
1817.000,4237656117137.72,-89927.26773,69017664145.95039,69017574218.68266
1818.000,4234661861660.03,-104920.61544,68968897442.56201,68968792521.94656
1819.000,4234834908977.53,-101592.34938,68971715821.71095,68971614229.36157
1820.000,4234430525384.02,-61028.72627,68965129725.46527,68965068696.73900
1821.000,4236584085363.85,-22570.67222,69000204227.80762,69000181657.13539
1822.000,4239812036158.54,-84809.57481,69052777069.41368,69052692259.83887
1823.000,4239476730986.13,-90053.98057,69047316036.44254,69047225982.46196
1824.000,4238833229568.06,-100877.07945,69036835486.93085,69036734609.85139
1825.000,4238498396749.84,-83747.80387,69031382147.07628,69031298399.27240
1826.000,4238578507801.62,-111250.72171,69032686896.09644,69032575645.37473
1827.000,4238865215394.37,-87278.91008,69037356432.22618,69037269153.31610
1828.000,4238453022603.23,-103914.67308,69030643149.49725,69030539234.82417
1829.000,4238614915838.48,-93505.50703,69033279864.84859,69033186359.34155
1830.000,4238990746699.62,-94043.12460,69039400929.75635,69039306886.63174
1831.000,4236075544409.60,-64810.09678,68991921746.21519,68991856936.11841
1832.000,4238766008748.82,91380.93972,69035740677.96146,69035832058.90117
1833.000,4254331544852.37,-95848.99947,69289252740.60898,69289156891.60951
1834.000,4255068841466.91,-64962.55437,69301260909.44370,69301195946.88933
1835.000,4256456512041.19,-78848.61845,69323861559.18826,69323782710.56981
1836.000,4257915763048.22,-58898.90836,69347628021.85626,69347569122.94791
1837.000,4258640678578.45,-105450.53262,69359434543.01233,69359329092.47971
1838.000,4258662889539.14,-85750.62705,69359796287.47273,69359710536.84569
1839.000,4259314845946.60,-62779.17582,69370414541.31973,69370351762.14391
1840.000,4260401342004.07,-90214.42471,69388110035.69620,69388019821.27148
1841.000,4261428299076.51,-94758.89630,69404835833.25005,69404741074.35374
1842.000,4261827368414.32,-66296.94520,69411335377.51849,69411269080.57329
1843.000,4264050790664.52,11457.77946,69447547709.49574,69447559167.27521
1844.000,4268541657988.63,-99115.95555,69520689362.36513,69520590246.40958
1845.000,4269013442711.71,-76468.13130,69528373204.25003,69528296736.11873
1846.000,4268605316568.73,-82375.57541,69521726154.02069,69521643778.44528
